1638,275,建设工程竣工规划验收合格证 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位等,政府办事,建设工程竣工规划验收合格证.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
1765,348,建设工程设计方案 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位等,政府办事,建设工程设计方案.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
1709,339,建设工程设计要求 主要内容：项目名称、发证编号、发证日期、建设地点、建设单位等,政府办事,建设工程设计要求.项目名称.发证编号.发证日期.建设地点.建设单位,城市建设,城乡规划,业务类,普遍公开,2012-12-20,2016-12-01,上海市规划和国土资源管理局
4007,478,上海市规划和土地资源管理 数据产品名称：建设项目用地预审（市批）,政府办事,建设项目用地预审（市批）,城市建设,城乡规划,业务类,普遍公开,2015-01-30,2016-12-01,上海市规划和国土资源管理局
2932,487,近三年所有质监行政处罚信息，包括：行政处罚决定书文号、案件名称、违法企业名称或违法自然人姓名、违法企业组织机构代码、法定代表人名称、主要违法事实、行政处罚的种类和依据，行政处罚的履行方式和期限、作出处罚的机关名称和日期、备注,政府办事,行政处罚,信用服务,综合类,业务类,普遍公开,2015-10-16,2016-11-30,上海市质量技术监督局
2777,294,提供区县、学校名称、地址、网址等信息,学校教育与终身教育,实验性，示范，高中,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
2527,274,提供区县、幼儿园（托儿所）名称、联系电话、 地址等信息,学校教育与终身教育,示范，幼儿园,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1447,121,提供分配单位（学校）、分配金额等信息,学校教育与终身教育,留学，政府，奖学金,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1672,181,提供区县、学校名称、地址、电话、邮编、艺术特色等信息,学校教育与终身教育,艺术，教育，特色,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1304,117,提供学校名称，学校建筑信息，学校网络信息，教职工人数，本学年初在校人数，普通本专科毕业生一次就业率，定期公开出版的专业刊物数，直属院（系）数，省、部级重点学科（二级），办学信息等信息,学校教育与终身教育,基本信息，金融学院,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1296,69,提供人员类型、人数、年份等信息,学校教育与终身教育,教师,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1144,62,提供部门名称、年份、部门类型等信息,学校教育与终身教育,学院,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1196,65,提供论文级别、论文数量、年份等信息,学校教育与终身教育,论文,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1266,73,提供无线信息点数、有线信息点数、人均上网成本、信息点数、总带宽数等信息,学校教育与终身教育,校园网络,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1352,106,提供全日制学术型博士研究生人数、在校本科生人数、二级学科硕士学位授权点数、全日制学术型硕士研究生人数、在校生总人数、二级学科博士学位授权点数等信息,学校教育与终身教育,学生,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
755,89,提供报刊数量、电子文献资源数量、图书册数、去年图书流通率、生均图书册数等信息,学校教育与终身教育,图书，文献,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
696,61,提供投稿数量、教师个人网站数量、网站数量等数据,学校教育与终身教育,门户网站,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
895,140,提供副高级职称人数、专任教师比、职称比例、专任教师数、博士教师数、正高级职称人数、教职工总人数等信息,学校教育与终身教育,教师,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
741,79,提供行政人员数、在职在岗教职工数、兼职教师数量、外籍教师数量、博士生导师数、工勤人员数、专任教师数等信息,学校教育与终身教育,SAP,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
903,100,提供Pos机数、人均消费数、消费总人数等信息,学校教育与终身教育,校园，一卡通,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
675,56,提供教科网带宽数、总宽带数、运营商数、联通带宽数、电信带宽数、年份等数据,学校教育与终身教育,校园网，出口，带宽,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
660,51,提供接入楼数、无线接入点数、信息点数、交换机数、年份等数据,学校教育与终身教育,校园网,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
705,54,提供信息点数、总带宽数、无线信息点数、有线信息点数等数据,学校教育与终身教育,校园网,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
714,60,提供统一身份认证数、OA部门报告数、邮箱数、网站数、OA发文数、校园卡数、OA收文数等数据,学校教育与终身教育,信息化，校园,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
687,58,提供港澳台学生数、外籍专家数、出访团名称、出访团数、因公出国护照数等数据,学校教育与终身教育,国际交流,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
667,57,提供有线信息点数、总带宽数、信息点数等数据,学校教育与终身教育,校园网,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
667,62,提供数字图书资源库数、教师数、学生数、辅导员数等数据,学校教育与终身教育,应用，系统,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
633,50,提供网络带宽、信息点数等数据,学校教育与终身教育,网络,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
707,62,提供用户人数、周交易金额、商户总数、周交易次数等数据,学校教育与终身教育,一卡通,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
663,47,提供公网IP地址总数、网络接入交换机数、无线AP接入数、网络核心、汇聚接入交换机数、安全设备数、校园接入点位数、校园网络总带宽等数据,学校教育与终身教育,校园网,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
681,57,在籍学生数量（教务）、账户总数、馆藏图书数量（图书馆）、教职工总数（人事）、当日活跃账户、开课数量（教务）、档案份数（档案）,学校教育与终身教育,公共数据,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
875,59,提供报刊数量、生均图书册数、电子文献资源数量、去年图书流通率、图书册数等数据,学校教育与终身教育,图书,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
893,70,提供班级人数、班级名称、院系名称等数据,学校教育与终身教育,班级,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
907,62,提供人数、金额、国家奖学金名称等数据,学校教育与终身教育,国家，奖学金,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
965,85,提供地址、学校电话、校区、邮编等数据,学校教育与终身教育,开放大学，分校,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1042,102,提供地址、机构名称、序号、联系电话等数据,学校教育与终身教育,教师，资格认定,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
891,59,提供无线信息点数、信息点数、总宽带数、有线信息点等数据,学校教育与终身教育,校园网,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
966,79,提供审计专业硕士人数、在校生总人数、全日制本科生总数、在校本科生人数等数据,学校教育与终身教育,学生,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
927,64,提供地址、电话、部门名称、序号等数据,学校教育与终身教育,教育，人才，交流，受理,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
1228,111,提供日交易金额、日食堂消费金额、商户总数、日挂失卡数、日开卡数、日交易次数、客户总数等数据,学校教育与终身教育,一卡通,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
975,73,提供中外文资源目录数据,学校教育与终身教育,文献,教育科技,教育,业务类,普遍公开,2016-11-24,2016-11-24,上海市教育委员会
