4394,898,提供2000年至2011年上海农村居民家庭收入和支出总体情况,政府办事,农村城市居民收入、支出,经济建设,统计,业务类,普遍公开,每年,2012-12-04,上海市统计局
6543,1269,上海市历次人口普查的主要数据,政府办事,历次人口普查，汇总数据,社会发展,统计,业务类,普遍公开,每年,2015-01-28,2017-04-01,上海市统计局
3210,581,提供1978年至2011年上海社会消费品零售总额及社会消费品零售总额增长速度的数据。,政府办事,按销售地区分的零售总额,经济建设,统计,业务类,普遍公开,每年,2012-12-04,上海市统计局
2622,406,根据《涉外调查管理办法》规定.由上海市统计机构审批通过的涉外社会调查项目.包括涉外调查许可证信息 许可证编号、机构名称、有效期限等,政府办事,涉外调查，许可证信息,经济建设,统计,机构职能,普遍公开,每年,2015-07-17,2017-04-01,上海市统计局
4563,1199,提供第一次人口普查至第六次人口普查按户数、人口、性别、年龄构成等分组的普查资料。,政府办事,历次，人口普查主要汇总资料,社会发展,统计,业务类,普遍公开,每年,2012-12-04,上海市统计局
3358,570,2010年第六次全国人口普查，上海市分职业、分性别的10%人口普查数据就业人口职业分布,政府办事,2010年，第六次人口普查10%人口普查数据，就业人口职业分布,社会发展,统计,业务类,普遍公开,每年,2015-01-28,2017-04-01,上海市统计局
3587,594,上海市知识产权试点示范园区名录包括园区名称、地址、邮编等信息。,政府办事,上海市，知识产权试点示范园区，名录,教育科技,知识产权,机构职能,普遍公开,每年,2014-12-11,上海市知识产权局
3202,380,受理窗口9:00—11:30； 13:30—16:00 收费窗口9:00—11:30； 12:00——16:00,政府办事,国家知识产权局专利局上海代办处，服务时间,教育科技,知识产权,机构职能,普遍公开,每年,2014-12-10,2017-03-28,上海市知识产权局
4260,679,专利工程师人数包括：上海每年新增专利工作者人数及历年累计的总人数。,政府办事,专利工程师，人数,教育科技,知识产权,机构职能,普遍公开,每年,2014-12-11,上海市知识产权局
4606,685,提供年度上海市专利统计信息，包括：专利申请量、专利授权量、有效发明专利量、PCT国际专利受理量，以及按类别细分情况。,政府办事,专利.统计.申请.授权,教育科技,知识产权,业务类,普遍公开,每年,2016-02-05,2017-03-28,上海市知识产权局
3197,393,根据《关于倡导本市商业系统开展“销售真牌真品，保护知识产权”承诺活动的意见》（沪知局[2009]38号），经企业自主申报、区县审核推荐、市承诺活动办公室评审通过，现将上海市“销售真牌真品，保护知识产权”承诺单位名单向社会公示。,政府办事,销售真牌真品，保护知识产权，承诺单位名单,民生服务,知识产权,机构职能,普遍公开,每年,2014-12-10,上海市知识产权局
4696,1183,上海市企事业专利工作试点示范单位名录包括单位名称、地址、邮编等信息。,政府办事,上海市，企事业专利工作试点示范单位，名录,教育科技,知识产权,机构职能,普遍公开,每年,2014-12-11,2017-03-28,上海市知识产权局
2498,246,上海市著作权合同登记基本信息,政府办事,著作权合同,文化休闲,新闻出版,业务类,普遍公开,每年,2015-12-23,上海市新闻出版局
2610,371,上海市农家书屋基本信息,社区周边生活服务,农家书屋,文化休闲,新闻出版,业务类,普遍公开,每年,2016-04-18,2017-03-28,上海市新闻出版局
3831,1868,上海市作品著作权登记基本信息,政府办事,作品著作权,文化休闲,新闻出版,业务类,普遍公开,每年,2016-04-18,上海市新闻出版局
2401,315,上海市出版物发行单位基本信息,政府办事,出版物发行,文化休闲,新闻出版,业务类,普遍公开,每年,2016-04-18,2017-03-28,上海市新闻出版局
2371,286,复制企业基本信息,政府办事,复制企业,文化休闲,新闻出版,业务类,普遍公开,每年,2016-04-18,上海市新闻出版局
2595,326,原上海市驻沪记者站基本信息，2016年改为新闻出版驻沪机构。,政府办事,驻沪机构,文化休闲,新闻出版,业务类,普遍公开,每年,2016-04-18,2017-03-28,上海市新闻出版局
3895,1417,重点行业环境整治信息（铅蓄电池企业、皮革鞣制企业、电镀企业），包含企业名称、详细地址、生产状况、生产类型、清洁生产审核，及环境管理相关内容。,政府办事,环境整治,资源环境,环境保护、治理,业务类,普遍公开,每年,2015-11-19,上海市环境保护局
3022,443,上海市获得国家级生态镇称号的相关街镇信息，包括街镇名称、称号时间等信息。,政府办事,国家级生态镇,资源环境,城乡建设与环境保护综合类,业务类,普遍公开,每年,2015-07-23,2017-03-22,上海市环境保护局
3080,410,上海市电子废物拆解利用处置单位名录，包括单位名称、单位性质、法人代表或个体工商户经营者、住所、经营设施场所地址、经营方式/范围等信息,政府办事,电子废物、处置单位,资源环境,环境保护、治理,业务类,普遍公开,每年,2015-03-17,上海市环境保护局
3496,624,根据污染物总量减排工作要求，制定环境统计信息，包括固废、水、大气环境统计情况。,政府办事,环境统计,资源环境,环境保护、治理,业务类,普遍公开,每年,2016-07-07,2017-03-22,上海市环境保护局
3056,479,《上海市环境状况公报》描述了环境质量状况，总结了环保三年行动计划、污染减排、大气污染防治、水环境治理与保护、排污许可证管理、固体废物管理、辐射安全管理、环境法制、生态文明体制改革、重点区域综合整治等主要工作的进展情况。,政府办事,环境状况，公报,资源环境,城乡建设与环境保护综合类,规划计划,普遍公开,每年,2016-06-12,上海市环境保护局
2968,436,上市公司环保核查公示及核查意见，以及申请再融资环保公示及核查结果,政府办事,上市公司，环保核查,资源环境,环境保护、治理,业务类,普遍公开,每年,2016-01-25,2017-03-22,上海市环境保护局
3396,485,上海市危险废物专业运输名录单位，包括单位名称、批次、时间等信息,政府办事,危险废物、运输,资源环境,环境保护、治理,业务类,普遍公开,按需要,2015-03-17,上海市环境保护局
3080,430,上海市环境管理机构名称、地址、邮编、电话、职责以及网页信息。,社区周边生活服务,环境管理，服务机构,机构团体,城乡建设与环境保护综合类,机构职能,普遍公开,按需要,2015-03-17,2017-03-22,上海市环境保护局
2932,402,提供1978年以来上海市生产总值、地方财政收入和支出、工业总产值、全社会固定资产投资等国民经济主要指标比上年增长情况。,政府办事,1978年以来，上海市，国民经济主要指标比上年增长,经济建设,统计,业务类,普遍公开,每年,2012-12-04,上海市统计局
5754,1378,提供1978年以来上海常住人口、总户数、人口密度和户籍人口期望寿命等数据。,政府办事,1978年以来，上海常住人口、总户数、人口密度，户籍人口期望寿命,社会发展,统计,业务类,普遍公开,每年,2012-12-04,2017-03-22,上海市统计局
2968,549,包括质监局直属行政机构（各区县局）及直属事业单位，截止至2014年12月31日.对应“上海市质监局直属单位信息”,政府办事,质监机构,机构团体,机构编制,机构职能,普遍公开,每年,2015-01-14,上海市质量技术监督局
2956,419,实际为工业产品生产许可企业证书对应产品信息，企业许可证书对应的产品信息，包括证书编号、产品类型、产品名称等。对应资源编目“工业产品生产许可企业产品信息”,政府办事,重要工业产品，生产许可，核发,经济建设,综合类,业务类,普遍公开,每年,2015-10-16,2017-03-17,上海市质量技术监督局
1822,145,企业政府质量奖获奖情况,政府办事,企业.获奖,经济建设,综合类,业务类,普遍公开,每年,2016-11-22,上海市质量技术监督局
3427,556,半年报统计数据，包括帮助成功创业人数、城镇登记失业人数、职业培训人次等等统计数据,政府办事,人力资源社会保障.统计.半年,社会发展,劳动人事综合类,业务类,普遍公开,每半年,2015-12-08,2017-03-10,上海市人力资源和社会保障局
4907,791,人力资源社会保障相关统计数据（年报）：包括最低工资标准、工资增长指导线等内容,政府办事,人力资源社会保障.统计,社会发展,劳动人事综合类,业务类,普遍公开,每年,2015-12-09,上海市人力资源和社会保障局
3222,529,市、区县两级就业促进中心的名称、地址、联系电话、服务时间、附近交通等相关服务信息,培训与就业,机构名称.地址，联系电话.服务时间.附近交通,社会发展,劳动人事综合类,其他类,普遍公开,每半年,2015-01-19,2017-03-10,上海市人力资源和社会保障局
2600,267,本市当年度有效的见习基地信息：名称、所属见习管理单位、地址、联系电话,培训与就业,见习基地.名称.地址.联系电话,社会发展,劳动人事综合类,业务类,普遍公开,每年,2015-12-07,上海市人力资源和社会保障局
3124,429,中外合作职业技能培训机构信息.包括：名称，地址，联系电话等内容,学校教育与终身教育,中外合作.职业技能培训机构,社会发展,劳动人事综合类,业务类,普遍公开,每半年,2015-12-10,2017-03-09,上海市人力资源和社会保障局
